"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2000"	"2000"	46	28524	161.3
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2001"	"2001"	39	28821	135.3
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2002"	"2002"	30	28150	106.6
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2003"	"2003"	42	27093	155.0
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2004"	"2004"	44	27218	161.7
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2005"	"2005"	33	28094	117.5
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2006"	"2006"	40	29301	136.5
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2007"	"2007"	38	30847	123.2
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2008"	"2008"	56	31284	179.0
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2009"	"2009"	48	32369	148.3
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2010"	"2010"	22	32552	67.6
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2011"	"2011"	13	33576	Unreliable
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	59	77971	75.7
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	45	77995	57.7
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	63	85541	73.6
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	46	83524	55.1
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	55	83705	65.7
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	56	84986	65.9
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	68	86534	78.6
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	54	88228	61.2
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	57	91118	62.6
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	80	90827	88.1
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	45	86109	52.3
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	28	84107	33.3
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	37	81742	45.3
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"White"	"2106-3"	"2012"	"2012"	19	80663	Unreliable
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	16	80193	Unreliable
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"White"	"2106-3"	"2014"	"2014"	19	80276	Unreliable
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"White"	"2106-3"	"2015"	"2015"	13	80757	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"1999"	"1999"	24	18801	127.7
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2000"	"2000"	20	19100	104.7
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2001"	"2001"	18	19289	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2002"	"2002"	12	18458	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2003"	"2003"	18	17785	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2004"	"2004"	12	18556	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2005"	"2005"	23	19334	119.0
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2006"	"2006"	19	20349	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2007"	"2007"	20	21269	94.0
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2008"	"2008"	25	21472	116.4
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2009"	"2009"	17	21151	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2010"	"2010"	28	20561	136.2
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2011"	"2011"	23	20644	111.4
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2012"	"2012"	22	19974	110.1
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2013"	"2013"	16	19887	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2014"	"2014"	16	19921	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2015"	"2015"	14	19969	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2016"	"2016"	12	19601	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2017"	"2017"	14	19476	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	27	33930	79.6
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	16	33981	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	18	35641	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	19	35588	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	14	35634	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	16	35905	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	24	35533	67.5
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	21	37100	56.6
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	26	39525	65.8
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	32	39863	80.3
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	26	38066	68.3
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	21	36953	56.8
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	22	37223	59.1
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"White"	"2106-3"	"2012"	"2012"	11	36045	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	19	35983	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"White"	"2106-3"	"2014"	"2014"	14	35924	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"White"	"2106-3"	"2015"	"2015"	13	36380	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"White"	"2106-3"	"2016"	"2016"	15	36967	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"0"	"White"	"2106-3"	"2017"	"2017"	14	36578	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"1999"	"1999"	19	21944	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2000"	"2000"	33	22272	148.2
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2001"	"2001"	32	22612	141.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2002"	"2002"	27	22025	122.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2003"	"2003"	35	22258	157.2
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2004"	"2004"	29	22456	129.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2005"	"2005"	26	22274	116.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2006"	"2006"	36	22769	158.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2007"	"2007"	31	23700	130.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2008"	"2008"	25	22950	108.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2009"	"2009"	34	23061	147.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2010"	"2010"	29	23880	121.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2011"	"2011"	27	25978	103.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2012"	"2012"	24	25542	94.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2013"	"2013"	25	25786	97.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2014"	"2014"	24	25730	93.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2015"	"2015"	22	25706	85.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2016"	"2016"	31	25176	123.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2017"	"2017"	26	25056	103.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	36	65653	54.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	29	65831	44.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	44	70252	62.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	44	70054	62.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	35	69822	50.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	50	72097	69.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	51	71897	70.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	38	72416	52.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	51	73340	69.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	34	72716	46.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	44	69288	63.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	27	68183	39.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	30	67195	44.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"White"	"2106-3"	"2012"	"2012"	29	67027	43.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	25	68381	36.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"White"	"2106-3"	"2014"	"2014"	25	68441	36.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"White"	"2106-3"	"2015"	"2015"	36	68457	52.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"White"	"2106-3"	"2016"	"2016"	40	67644	59.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"< 1 year"	"0"	"White"	"2106-3"	"2017"	"2017"	31	67661	45.8
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	21	19069	110.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	20	19004	105.2
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	23	19459	118.2
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	20	19447	102.8
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	29	19609	147.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	18	20087	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	35	19838	176.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	19	20748	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	23	20826	110.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	24	18879	127.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	20	18977	105.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"< 1 year"	"0"	"White"	"2106-3"	"2012"	"2012"	16	18758	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	19	18883	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"< 1 year"	"0"	"White"	"2106-3"	"2014"	"2014"	15	18863	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"< 1 year"	"0"	"White"	"2106-3"	"2015"	"2015"	13	19154	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"< 1 year"	"0"	"White"	"2106-3"	"2016"	"2016"	18	18181	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"1999"	"1999"	22	18571	118.5
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2000"	"2000"	21	18758	112.0
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2002"	"2002"	13	18207	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2003"	"2003"	12	17238	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2004"	"2004"	12	17574	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2005"	"2005"	11	17279	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2007"	"2007"	16	18626	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2008"	"2008"	24	19250	124.7
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2009"	"2009"	24	19536	122.9
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2010"	"2010"	20	19504	102.5
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2011"	"2011"	15	20207	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2012"	"2012"	19	20909	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2013"	"2013"	12	19897	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2014"	"2014"	30	19769	151.8
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2015"	"2015"	43	19886	216.2
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2016"	"2016"	22	19898	110.6
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2017"	"2017"	16	19513	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	34	39526	86.0
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	29	39488	73.4
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	25	41232	60.6
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	22	39989	55.0
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	13	40363	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	11	41089	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	20	41749	47.9
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	36	43088	83.5
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	35	43352	80.7
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	35	40898	85.6
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	25	39108	63.9
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	26	37472	69.4
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"White"	"2106-3"	"2012"	"2012"	23	37971	60.6
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	24	36932	65.0
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"White"	"2106-3"	"2014"	"2014"	30	36513	82.2
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"White"	"2106-3"	"2015"	"2015"	21	36559	57.4
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"White"	"2106-3"	"2016"	"2016"	27	36748	73.5
	"Census Region 3: South"	"CENS-R3"	"Alabama"	"01"	"< 1 year"	"0"	"White"	"2106-3"	"2017"	"2017"	23	36827	62.5
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2004"	"2004"	13	5568	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2006"	"2006"	14	6039	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2007"	"2007"	13	6439	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2008"	"2008"	13	6372	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2009"	"2009"	12	6477	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2010"	"2010"	11	6374	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2013"	"2013"	10	6304	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2016"	"2016"	13	6362	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	30	46956	63.9
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	36	47004	76.6
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	29	48442	59.9
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	35	47071	74.4
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	50	47592	105.1
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	46	48464	94.9
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	52	48512	107.2
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	55	49104	112.0
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	44	50446	87.2
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	40	50477	79.2
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	49	48494	101.0
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	51	47720	106.9
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	43	48424	88.8
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"White"	"2106-3"	"2012"	"2012"	37	47783	77.4
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	44	46915	93.8
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"White"	"2106-3"	"2014"	"2014"	48	47339	101.4
